label,sentence_name
We're going to go over that.,395INfhRQB8_6-5-rgb_front
Cross.,ad4_GWc5XRo_14-8-rgb_front
So then you set up your tripod.,BFTBP-LfR0A_13-8-rgb_front
"So, here she's pointing her toes.",3tMjbhSx3zY_11-5-rgb_front
Okay.,1gzlYGPQ9Zs_4-8-rgb_front
It doesn't cause any unnecessarily bad things.,2q5qGVs_7Wo_10-8-rgb_front
"In pose fifteen, we're going to add two hands.",14fTPEpnW6s_6-8-rgb_front
I'm going to talk about belay devices.,10VGBNxgvSk_2-5-rgb_front
Basically try to have like light dresses.,0KpJxzHyTUo_5-5-rgb_front
Maybe it's more casual.,0xsng2YOhMA_7-5-rgb_front
And then I am going to cut the grass.,aSafa3cyBuw_12-5-rgb_front
"Jab, cross, hook, up.",BbM3wYI7H8U_22-8-rgb_front
That's the best part about it.,1qNsErmkIiU_4-3-rgb_front
This is also done in how they do something.,3ntc51P5qjI_12-8-rgb_front
Is it found in a zoo?,1F1WadkaAcI_21-5-rgb_front
"Real nice Italian, also looks good for our garnish.",1DFNcceDcYY_6-5-rgb_front
"We get going with something, come on, come on.",bFaFfad7uCs_5-8-rgb_front
Now go ahead and tuck your toes.,1UG52nvLLVA_22-5-rgb_front
Ruffâs have been made out of coyote.,0HjhaTfGAdE_10-5-rgb_front
And they're actually called painters masks.,-1XUnputrgk_13-5-rgb_front
Maybe she wants a straighter look.,a9CgIaOL6WQ_7-5-rgb_front
This ice is slick.,11MdTWBChk0_2-8-rgb_front
Set that aside for now.,17N2zH5tmmI_9-8-rgb_front
That's for all the college guys out there.,2t0bY_rE108_18-8-rgb_front
If you're having a soccer birthday party.,beiObN0JB7c_14-5-rgb_front
And just bring it over.,4MXwmQ7Ht6E_12-8-rgb_front
"indoor rock climbing gym in Wilmington, North Carolina.",0uXFGfpBDWc_1-11-rgb_front
So that just creates the illusion of multiple eyes.,10om04b2LIw_10-8-rgb_front
So we have several different punches we'll cover.,13yrKJ6yOPQ_4-8-rgb_front
"So, let's do that in the next clip.",1gXWDKek85Y_46-8-rgb_front
"Most children will choose The Three Little Pigs, why?",5wj8qq7-SSs_11-8-rgb_front
Raccoon eyes.,1fZfM65z0zk_8-8-rgb_front
But now the mechanical pencil is a finer type.,-BhMzw-Pem0_13-8-rgb_front
You're not going hard.,-dyT7rtkAMk_13-5-rgb_front
Why is that?,1RKltss46fg_18-5-rgb_front
This called the figure 8 knot.,01ucR6XreJw_12-5-rgb_front
Now I have my set of buggy chip clips.,1I70ko7Kn8E_7-5-rgb_front
"Stay, come on, harness.",BdMNUzr3wy4_2-11-rgb_front
"So, she's going to go onto her side.",aP4KTUYgjyE_10-8-rgb_front
"We have washed, trimmed and are boiling our asparagus.",1Vofqi_ZdaU_1-5-rgb_front
But paper trail can be helpful.,1th1WRwLP30_15-8-rgb_front
But the clown is kind of different.,1hB73-7GUFw_3-5-rgb_front
Step feet together.,5vl23AL3mpY_19-8-rgb_front
Now it is stationary.,0qYzADqK-Z4_6-8-rgb_front
Low back is easily divided on either side.,0w4x3Eb0Tvs_4-8-rgb_front
My back is straight.,11QBsM0-DF4_11-8-rgb_front
Just butt it up right next to it.,-8tIt1vEinQ_13-8-rgb_front
These are Alliums; they're in the onion family.,aCc-DzPTDo4_6-5-rgb_front
"Some hair's like silk, some hair's like denim.",bfNbGx1yLdE_8-4-rgb_front
So now we have a nice slab of clay.,12Q2z61azPg_14-8-rgb_front
"Then, you have a city code.",1cSjZ5kNZw8_9-8-rgb_front
"Set, go!",bA53FmWDNPU_10-8-rgb_front
"Come on, I'll show you.",0yLGMH8IsQA_8-5-rgb_front
That's a little trick.,1kMcBHJ2IPM_18-8-rgb_front
Draw the knees in towards the chest.,07mFG9turoU_41-5-rgb_front
Now we're ready to do bronzer and blush.,1T7lJGCShG0_28-5-rgb_front
I am the owner of the store here.,3mjTbgSBlhE_1-5-rgb_front
We just did the four corners.,1d3UApdR58M_19-8-rgb_front
And that is your Twisted Pretzel.,1T2EUqlbTtk_14-5-rgb_front
"Step, touch.",-eaisNdrTS4_9-5-rgb_front
You don't have to have a clasp with it.,07TdlpHnhtU_15-5-rgb_front
"Which is really, really nice.",ah-PM4tolJ4_35-5-rgb_front
So be aware of that.,5UsVsSkd3JY_2-3-rgb_front
Breathe and flow.,1ey34szkYsQ_15-8-rgb_front
Just exactly is a rain stick ?,b32g5NvG9Qc_1-8-rgb_front
We may ask some more interesting questions.,09B_3NBFoM8_10-5-rgb_front
Omcron fat loss monitor is basic.,0og2_UjYWyg_2-5-rgb_front
"It's different, it's a whole different world.",05LWN7tIdEo_5-5-rgb_front
"As in any other body work, there are contraindications.",0Ft9bREx_G0_1-8-rgb_front
You have a number of people that you're seeing.,1ljAz5cBwjQ_6-1-rgb_front
That's the same color.,02LnULLXds4_30-8-rgb_front
You can imagine how horrible that could be.,52MbWpfvuF0_19-8-rgb_front
Even strokes.,-eJI_YOtHNE_17-5-rgb_front
First I'm going to clean off the tip there.,04hnjLKHh2g_17-5-rgb_front
"So, that's something to remember.",1El9Lb_fT68_6-5-rgb_front
Reach across and I take it back.,1Eq8tHs0zGA_5-5-rgb_front
"So, again, this particular one we did it larger.",1h3mvQDZnBw_2-8-rgb_front
And apply to psychology programs.,asnjOLvpsoQ_6-8-rgb_front
It's going to dry like that.,0rsdwK7sHjE_9-5-rgb_front
Let's look at implementation.,1rvY7z3xiv8_3-8-rgb_front
I'm Russ Handler.,1cSjZ5kNZw8_22-8-rgb_front
This is a beginner level.,10d1oeViKYw_3-5-rgb_front
"And then, you put your hot water in.",BJebuYFoRis_10-8-rgb_front
"Now our lava, let's make our lava.",49P4e1DLm6w_9-8-rgb_front
Only if you want to go the extra mile.,23zpxZzNL-Q_19-5-rgb_front
Keep the forward knee right over the ankle.,-cjui5FUrLQ_1-5-rgb_front
How do you get out?,5CGdJ5Cuv5M_3-8-rgb_front
That's no problem.,1yq7yP8Dda8_14-8-rgb_front
I think there it is right there.,1gXWDKek85Y_39-8-rgb_front
It's not a really tough brush.,2i72vxkUJAs_16-5-rgb_front
There's a little bit extra ingredient in it.,2Z3CpALUO9o_28-8-rgb_front
Purpose is so important.,3NFVQAQDGXE_7-5-rgb_front
"First of all, how big is your audience?",03VktV6bl7c_2-8-rgb_front
"This one, we'll do inside going out.",2Avq_ST7qPU_14-5-rgb_front
You'll end up with something like this.,311BWiTLG-I_14-8-rgb_front
Just a little bit more.,1QcVn72JzLw_2-5-rgb_front
Is it dancing?,1RxYvOvKHkU_3-5-rgb_front
It?s going to go backwards.,0vHattAvsqk_17-8-rgb_front
Their infrastructure is 100 percent fiber optic.,1cSjZ5kNZw8_20-8-rgb_front
This causes a problem with the springs.,b3oisnNQnFM_15-8-rgb_front
Some days I like small prints.,1g9c_YQZh5E_12-8-rgb_front
Come over.,0EjXICFqrKo_14-8-rgb_front
This fabric does have that inside and outside.,a0lZW6Lo7jw_8-8-rgb_front
What type of things do we want to use?,5SFfLkf65EY_6-5-rgb_front
The next step is called a V step.,3uRgOnJbEkI_0-8-rgb_front
"We've done really well, actually.",1jx2aBn_2_U_15-8-rgb_front
"All right, we got our milk steamed.",-djRbCXJLYo_7-5-rgb_front
I'm going to do that right down here.,0-0kX3XoMPQ_1-3-rgb_front
Going to clean off our wheel head.,1_N0Aq04tRA_15-8-rgb_front
"Wide, wide hands.",0EjXICFqrKo_3-8-rgb_front
"This is double outside block, women's self defense.",1Q2BYTlbdiE_32-8-rgb_front
"Today, we will be taking about beginning sabre fencing.",11QBsM0-DF4_1-8-rgb_front
This little whip works really well.,1UE7-4mORi0_4-5-rgb_front
Yes it does.,-8tIt1vEinQ_18-8-rgb_front
As you can see it's closing up very nicely.,0sal9F4RXeY_20-8-rgb_front
Two more filets.,1Vq_uqeckF8_25-8-rgb_front
So just kind of bypass one hole.,0C_NjyLtHwc_21-8-rgb_front
Here's another fish attracting technique.,1oTRvR_Y0Lw_0-8-rgb_front
On every odd game you switch sides.,1eFlDHpjPNI_9-8-rgb_front
We are going to press our shoulders together.,1XVFT7Xyk00_2-5-rgb_front
I want it right there.,1A25qZmkliU_20-8-rgb_front
"In Standing Firefly, we come forward.",3yeunpfsN_Q_2-3-rgb_front
"Again, look at a participant's wheelchair.",2-JvO5SCsCc_10-8-rgb_front
"Place that on your head, as well.",aPWX82zLo50_21-5-rgb_front
Each climbing rope has a life expectancy.,bgGB_uXI5Sc_2-8-rgb_front
Breeders know the history of the bird.,b4bK9WtPz4A_5-5-rgb_front
You're going to push down.,0EjXICFqrKo_9-8-rgb_front
"Let's go back the other direction, up and over.",14Pag7RIAsk_7-8-rgb_front
We're going to be moving down to our back.,1EY3NXNHHhc_1-5-rgb_front
"Now, we're going to fill around here with paint.",a0te0H5ms1Y_8-9-rgb_front
"Oh, actually heavy leaves.",00Cal635Wno_3-5-rgb_front
But they criss cross each other.,05pLyheXjeo_11-5-rgb_front
Talk to your client.,1Yp-xuljnDM_13-8-rgb_front
This type of neck opening/collar is a turtleneck.,0wxWnnaOhbM_0-5-rgb_front
"One, two, three, bur.",ad4_GWc5XRo_15-8-rgb_front
"I love Linda Goodman, I adore her.",1b3UpS1gD2k_1-8-rgb_front
You want your hair to pliable.,3tyfxL2wO-M_13-8-rgb_front
Rolling it on the roller.,17a7OrcTz2k_5-3-rgb_front
I personally don't like using caned air.,2Z3CpALUO9o_13-8-rgb_front
And that is the recommendation I make.,3WEwTZHf8kI_28-5-rgb_front
So just keeping in your head two and four.,1cDoGd8wPfw_7-5-rgb_front
So that's one way to do it.,-dXU26rkB7I_8-5-rgb_front
And you switch it to the other side.,2ckGjVDGnYE_9-8-rgb_front
Most of which is water.,06St8W_JHok_15-5-rgb_front
Go ahead and shake that up.,1-iy8qmP4l0_9-5-rgb_front
"It is sticking out of her head, after all.",1YAa5_d-zg0_15-8-rgb_front
Or somebody's who involved in sports.,08nsvHZLNfE_12-5-rgb_front
"Most of the time, it's forty-five and forty-five.",1KWcAgqPvEw_6-5-rgb_front
ABE TOKE: Hi.,07n9gNTlVdI_0-5-rgb_front
Take a class.,1B-uqjIDMKk_9-8-rgb_front
Okay?,5VX_yUTOwcU_1-3-rgb_front
So here is Ashli smoking some more Hookah.,5rtrGkZNfLo_9-5-rgb_front
Moisturizers are fine for acne prone skin.,15HbVwQP1Qw_18-5-rgb_front
You're going to do this in the shower.,1furuv5lJ4Q_4-8-rgb_front
"So, you really want to stretch them out.",1FGZO3MoD0s_4-5-rgb_front
There's torched beads you can make out of glass.,3mjTbgSBlhE_11-5-rgb_front
One more time all together.,0ta2ddEzBA0_9-8-rgb_front
Lot of different types of scissors.,0Esq_TAc-1Y_1-5-rgb_front
"It's a small chain, it's not too bulky.",1EeikJuDNao_4-5-rgb_front
"That's the author, by Dr. Seuss.",12_PWBuI3mM_7-8-rgb_front
Don't be tense.,11QBsM0-DF4_16-8-rgb_front
You don't want it melted.,22qgKXLM0j4_12-5-rgb_front
Because bad balance you'll hit a bad shot.,-eVbw_nRsLI_5-5-rgb_front
This is a litho-print.,0Ca0Mc1SqpA_3-8-rgb_front
Let's just go ahead and cut this one too.,1gXWDKek85Y_14-8-rgb_front
"Ready to get designing, itching to draw.",03WUE9zzQY4_1-8-rgb_front
From there.,1_N0Aq04tRA_16-8-rgb_front
Pam's hair is not very dark.,02QGTJlJYnM_8-8-rgb_front
You'll be normally sitting up right.,15-Lma3_mQ4_6-8-rgb_front
You made it this far.,bFtO1fUoHEc_10-5-rgb_front
Okay so now that we have our button off.,0C_NjyLtHwc_0-8-rgb_front
You can garnish this with a maraschino cherry.,1-iy8qmP4l0_17-5-rgb_front
They do the same thing to the light.,2-c2l2JnRBU_1-8-rgb_front
The tanks are slimmer.,-euMRdZvO74_10-5-rgb_front
"For example, habit.",0syI-83QSVM_6-8-rgb_front
"I did a very natural base, a matte color.",bhwmLgCrgVU_1-8-rgb_front
So you want to keep your city contacts alive.,1gzlYGPQ9Zs_12-8-rgb_front
Perfect.,1Yp-xuljnDM_24-8-rgb_front
Placing another roller here for security.,17a7OrcTz2k_9-3-rgb_front
"Again, it has just lower case, no capital letters.",0sYti1jhaww_1-8-rgb_front
It's a dance of isolation.,0v9VjQEbbl8_6-8-rgb_front
"Hi, I'm Jennifer Cail.",1mN7gG892WI_0-8-rgb_front
This is waste vegetable oil.,53azmnNFcPQ_21-5-rgb_front
This is a backhand spring again on a floor.,075s9DECj2k_10-5-rgb_front
See how beautifully white they are?,218kpyi1X7k_8-8-rgb_front
Evenly coat that.,0HfN3Ts0FxQ_6-5-rgb_front
And it's going to be up here.,4MXwmQ7Ht6E_8-8-rgb_front
Make sure she's covered completely.,5uS1lEos3KI_21-8-rgb_front
Thanks.,2A_JTXsVmVc_26-8-rgb_front
275 is the answer.,1P0oKY4FNyI_9-8-rgb_front
You're going to want to go with ceramic.,4K_FAmYAd2o_8-8-rgb_front
Now we have opened the oven.,1BWKlgd8SfA_1-8-rgb_front
Go to the thorn tree on lonely planet.,23vZCOWd5oE_12-5-rgb_front
Don't cheat.,3GgkyZLNZkA_8-2-rgb_front
"Left hand facing down, right thumb by the ear.",5vl23AL3mpY_1-8-rgb_front
Add some water.,3daeOlNR8_A_27-5-rgb_front
That's because we're trying to aleve pressure sores.,2-JvO5SCsCc_3-8-rgb_front
Those are pretty essential accessories to me.,0v1XIVZ_GzM_8-8-rgb_front
Here we have a case of coconuts.,1mCRysiyBno_1-8-rgb_front
So I've got a couple here.,ah-PM4tolJ4_26-5-rgb_front
"We go 1, 2, 3 beads.",0rAc9hk-Ylk_4-5-rgb_front
So this mask gives moisture retention to the skin.,2b7oGpPlAuM_7-5-rgb_front
Algae I wouldn't worry about too much about.,2q5qGVs_7Wo_7-8-rgb_front
The meaty part.,1EQgj8syKug_9-5-rgb_front
We're going to contract up with an exhale.,0HR9yZVt2F4_3-5-rgb_front
You can use any color.,3TKkSL9OYAg_17-5-rgb_front
"Yeah, you do that.",1AaO0RFu9j8_27-8-rgb_front
This is standard relaxation therapy for the ears.,1PESZk6BzQM_0-5-rgb_front
"Absolute and water, guaranteed no hangover the next day.",2EaPbARsm8c_13-5-rgb_front
Let me grab one of these.,1-VX310yQTw_19-1-rgb_front
"You draw two imaginary lines, vertically.",1PhHBWErK9Q_4-8-rgb_front
Okay?,1Vq_uqeckF8_3-8-rgb_front
Now it's ready for the next step.,1Npqw3j6-w0_11-8-rgb_front
"For example, 11x7=77.",1P0oKY4FNyI_3-8-rgb_front
"By the way, this is the cue ball.",1-VX310yQTw_4-1-rgb_front
One more time.,3Dna82kryPY_8-8-rgb_front
The next step is very important.,1qs5yIhihMo_4-8-rgb_front
"And if you're a power lifter, okay?",0Klw2OYcfoE_9-5-rgb_front
"They'll do a lot more water, too.",-AFID_P6YU0_13-8-rgb_front
It is the green and growing element.,1IRrpQJQvI4_7-5-rgb_front
Often they are out of position though.,2A_JTXsVmVc_7-8-rgb_front
Step your left leg back.,0sIZINMi6jM_8-8-rgb_front
"It surrounds you, it's everywhere.",aSjHu-I75bE_4-5-rgb_front
What did you get out of that?,-6vHGMCTYyI_10-5-rgb_front
Thrift shops are an excellent source.,1s3sDViHORA_8-8-rgb_front
If it's a fake plant like this is.,16iJ0z4FUqc_22-8-rgb_front
It doesn't actually have to come from a plant.,1p2yqU9kWnw_7-8-rgb_front
We can walk forward or in place or backwards.,59xX5JTRuk4_4-8-rgb_front
"Exhale, fold forward, inhale step forward.",0sIZINMi6jM_6-8-rgb_front
Be endurant but continue mixing up your walking schedule.,1qBxhsvMUps_10-8-rgb_front
These came in from the neighbor's yard.,00xgNW3M4-4_28-3-rgb_front
They're very sharp.,-AZVqXtWGg0_7-8-rgb_front
What would make you happy?,1RQ3dFBCjmI_13-5-rgb_front
Where does this top one go?,1UvxqsvKq3o_17-5-rgb_front
See that?,1cZcma6WzEg_18-8-rgb_front
And these tend to work better.,-3sFcDBFxc8_12-5-rgb_front
Beautiful.,1UG52nvLLVA_29-5-rgb_front
"Now, where do you want to look?",1yvskpdZCPs_10-8-rgb_front
Its going to go side to side.,0vHattAvsqk_18-8-rgb_front
I had these children to feed.,5dqnMgr62_w_4-8-rgb_front
"Start right back towards the elbow and again, palming.",2kOoZjewAkY_9-8-rgb_front
All you have to do is add hot water.,1KoWaCTX1jU_17-5-rgb_front
There you have it.,1-iy8qmP4l0_19-5-rgb_front
At least sand it first.,1mrUTikYY-c_8-11-rgb_front
"Otherwise, it will come undone.",1I6c2InPr0A_6-5-rgb_front
The black's the most important one.,-_3bUhnn4PU_10-8-rgb_front
"Again, we're talking about cross stitch....cross stitch craft kits.",-0N0jbyBW6g_9-5-rgb_front
And we're ready to stain the actual decking itself.,11iwFCSB038_3-8-rgb_front
they make a good spiced Rum.,20ooSJixdyg_8-8-rgb_front
Hi!,0HjhaTfGAdE_0-5-rgb_front
Not just one way.,10SU1bmcfAw_22-5-rgb_front
Thank you for joining us.,1EVfV97X6iA_20-5-rgb_front
"And then wash it, just like a normal clothes.",025gAKRCIKY_8-3-rgb_front
Kind of a glossy burgundy color.,bhwmLgCrgVU_6-8-rgb_front
I want to initiate my bow right here.,1Df0aD8AxuE_4-5-rgb_front
Flex and squeeze down.,03xD5BhCG94_25-8-rgb_front
"Ok, here we are, right?",0vHattAvsqk_0-8-rgb_front
Make sure your upper body stays nice and level.,5wuZyWxHXD0_11-8-rgb_front
"So, Faith is going to help me demonstrate Dandasana.",beVJrP2hs8o_2-4-rgb_front
"Now, you don't say that, if they're talking.",1VbIAziTNoE_11-5-rgb_front
Stretch and lengthen those legs.,07mFG9turoU_31-5-rgb_front
And you see that the candle actually is hollow.,1naXxInoJBU_3-8-rgb_front
"Swimming, you lie on a comfortable surface.",2-8SiQSW9oU_0-8-rgb_front
I'm going to have some baking soda.,1BE6JW91TyM_12-8-rgb_front
Now there's different types of tribal style belly dancing.,-EgUpIYXF3k_3-8-rgb_front
You want to get a good distance there.,1UG52nvLLVA_11-5-rgb_front
And that's staying on the ball.,1oys0KyRSS0_19-8-rgb_front
"Okay, so we got our beer, alright?",3uWEhIUwMrY_7-8-rgb_front
I like to use 28 gage wire.,1avHo4qZ86Q_3-8-rgb_front
"Hi, my name's Cindy Mastry with Yoga Etc.",beSlOio5zRI_0-8-rgb_front
Now black and white film you can still buy.,5ok8y3eheq8_4-1-rgb_front
"Now, this really smooths out the skin.",BbBdxWO88-I_17-8-rgb_front
Brig you a cup of coffee in the morning.,08nsvHZLNfE_22-5-rgb_front
Which is also known as a half diminished chord.,47HHNulBaX0_1-5-rgb_front
Keep your head nice and still.,5wuZyWxHXD0_14-8-rgb_front
They have to pass the 4-inch overlap rule.,0H60j0VxTaE_24-5-rgb_front
"So when you say you're sorry, be believable.",3CrOUbBvRkQ_5-5-rgb_front
"Sukhasana, easy sitting pose.",37dhRkNvV0M_0-5-rgb_front
"Sweep down, bring it back.",1Yp-xuljnDM_9-8-rgb_front
"I use a lot of these, they're very useful.",1835p3jEejw_8-8-rgb_front
"So guys, how is everything going here?",1AaO0RFu9j8_9-8-rgb_front
"Walking back up forward, sweep.",2oIjI5k0n44_10-5-rgb_front
And they get very precise volumes.,1aRNY8wFqa0_1-8-rgb_front
And these type of hats can be used for.,beiObN0JB7c_13-5-rgb_front
And there are two ways you can do this.,1kMcBHJ2IPM_3-8-rgb_front
"If you mess up a word, that's okay.",2lxxViTXhMs_4-5-rgb_front
The same principle applies when using the treadmill.,1EVfV97X6iA_11-5-rgb_front
So keep your hands again to the side.,1joPNyRKT78_8-8-rgb_front
Can you see that chocolate?,aOZYGJYBzAo_9-8-rgb_front
There's a lot of uses for this.,-bTEtrts5ZU_4-8-rgb_front
"I'm telling you, confidence hides a multitude of sins.",14309WSFpWg_5-8-rgb_front
Put gas in her car.,08nsvHZLNfE_26-5-rgb_front
Reel up the slack and you've threaded the rod.,1TUhpDtbOck_13-5-rgb_front
You're just going to blend it in.,aziKlBI09Ug_3-8-rgb_front
It's the most vulnerable position.,0-_hOoXzsWw_13-5-rgb_front
That is how you sanitize your hands.,0CPT0O-r-70_11-8-rgb_front
I'll add a couple drops of red food coloring.,49P4e1DLm6w_11-8-rgb_front
We speak a certain way.,1UWz92TxRLA_8-5-rgb_front
And then tighten it a little bit more.,18cpZSBTUQE_3-8-rgb_front
Let me get this wet first.,476vh2-HlV0_4-5-rgb_front
"So we have the two, the end of three.",1cDoGd8wPfw_2-5-rgb_front
So two fingers of ease would be great.,17wK8JXEJvo_7-8-rgb_front
"Today, we're going to talk about renting photographic equipment.",13xhoBKaViM_1-8-rgb_front
We're gonna roll this beautiful hair today.,a9CgIaOL6WQ_1-5-rgb_front
The Moon in astrology rules your emotions and feelings.,1cbTN8a73zo_1-5-rgb_front
It'll be a nice fanned out radial pattern.,5c2eJSafE3M_2-5-rgb_front
"No, you're not.",aJpNFZd3uPw_18-5-rgb_front
"And there it is, ready to go.",15XTbrrGLDY_14-8-rgb_front
So I have used a broken rhythm.,2A_JTXsVmVc_19-8-rgb_front
"Very, very important before we actually even get started.",1lGojKZsjI4_2-8-rgb_front
Perfect.,06jk1stVwMI_24-5-rgb_front
"We go, one, and two.",14weIYQswlE_10-8-rgb_front
You put your masking tape on here.,a0te0H5ms1Y_7-9-rgb_front
Now once we rake it.,5R_edfcFUP0_7-3-rgb_front
Also you want to stay out of the sun.,1iQ5DtFbgT4_8-8-rgb_front
So that's almost there.,16n946j6kpM_13-8-rgb_front
I am going to use black and white.,03w0fj9vLpo_4-8-rgb_front
"Relax, take two nice deep breaths.",1UG52nvLLVA_5-5-rgb_front
Scissor the left leg all the way down.,07mFG9turoU_13-5-rgb_front
Now I'm ready to put the lid color on.,09KiqMdCSKc_22-8-rgb_front
Cut nice little chunks.,4-Jt6C_aKpc_9-5-rgb_front
"Ok, so that is how the transitions work.",0sat-Ibig34_13-11-rgb_front
You want it to all look natural and blended.,1tIp58DN8Nw_8-5-rgb_front
"And, it's as simple as that.",ah-PM4tolJ4_42-5-rgb_front
"And, so since we know that.",4MXwmQ7Ht6E_22-8-rgb_front
"So let's do three more, two and one.",10d1oeViKYw_28-5-rgb_front
"Smallest jump rings, these are about eight millimeters.",1EeikJuDNao_14-5-rgb_front
Toss it back.,3-fARE8grc0_19-8-rgb_front
